formula,target
Mn1 Pd1 N1 O2,1.34
Rb1 Ru1 S1 O2,1.3
Ti1 As1 S1 O2,1.18
Rb1 Ti1 N1 O2,3.38
In1 Sb1 O2 F1,0.5
Ni1 Au1 S1 O2,1.32
Zr1 Au1 N1 O2,1.74
Y1 Mg1 S1 O2,1.16
Hf1 Os1 N1 O1 F1,1.76
Sn1 Hg1 N1 O2,1.82
Na1 Te1 N1 O1 F1,2.16
Zn1 Ir1 S1 O2,1.2
W1 Au1 N3,1.88
Sr1 Zr1 N3,1.32
Ti1 V1 O2 F1,0.92
V1 Ni1 N2 O1,1.12
Al1 In1 N2 O1,1.7
Ni1 As1 N3,1.98
Hf1 Ir1 N3,2.12
Zr1 W1 N1 O1 F1,1.16
Ge1 W1 N3,0.64
Be1 Ru1 N1 O2,1.54
Hg1 Rh1 O2 F1,1.84
Sc1 Cu1 N1 O2,1.32
B1 Pd1 N1 O1 F1,2.84
Ta1 Mn1 N2 O1,0.88
Y1 Ir1 N2 O1,1.44
Hf1 Cd1 O2 F1,1.28
Ba1 Sr1 N1 O2,1.58
Ba1 Zr1 S1 O2,0.32
Li1 Os1 N3,1.48
Si1 Te1 S1 O2,1.58
Na1 Sc1 N3,2.18
Ca1 Os1 N1 O2,1.7
Hg2 N1 O1 F1,1.56
Rb1 Pt1 N1 O2,1.36
Ga1 Mo1 N2 O1,1.12
Ti1 Co1 N2 O1,1.12
Ti1 Cr1 N1 O2,0.66
Nb1 Au1 O3,0.54
Al1 Ge1 N1 O1 F1,0.9
Mn1 Re1 S1 O2,0.82
Mg1 Ge1 O2 F1,0.86
Co2 S1 O2,1.18
Re1 Ag1 S1 O2,0.76
Sr1 Ca1 N1 O2,1.3
Tl1 Fe1 N1 O2,2.2
Ca1 Te1 S1 O2,0.8
Nb1 Pb1 N2 O1,0.52
Ti1 Ge1 N3,1.2
Cd1 Pb1 O3,1.12
Ru1 Rh1 N2 O1,1.64
Hf1 Te1 N2 O1,1.98
Ru2 N1 O2,1.74
Zn1 Pd1 N1 O1 F1,1.64
Ba1 Os1 N1 O2,1.88
In1 Au1 O3,1.4
Rb1 Be1 S1 O2,1.92
Ga1 Sn1 N1 O2,0.8
Na1 Sb1 N3,3.06
Mn1 Nb1 N3,0.98
Mn1 Tl1 O3,0.5
Cr1 In1 O2 F1,0.2
K1 Hf1 O3,0.12
Ag2 O3,1.96
Tl1 Mo1 N1 O2,0.46
Be1 Ni1 S1 O2,1.3
Mn1 Mo1 O2 F1,0.92
K2 N3,3.56
Ti1 Hg1 N1 O1 F1,0.38
Ca1 Ta1 N3,1.86
Re1 Ni1 N1 O2,0.92
La1 Co1 N1 O2,0.6
La1 Cr1 N2 O1,0.36
Li1 Mn1 N1 O2,0.78
Mo1 Pt1 N1 O1 F1,1.16
Ir1 Rh1 N1 O1 F1,1.4
La1 W1 N1 O2,0.24
Sr1 Bi1 O3,1.52
In1 W1 N2 O1,0.52
Mg1 Co1 O2 F1,0.76
Ta1 Ga1 O2 F1,1.26
Re1 Sn1 O2 F1,0.84
Zr1 Mo1 N1 O2,0.76
Rb1 Mg1 N2 O1,2.44
Ag1 Rh1 O3,1.48
Ni1 Ir1 N1 O1 F1,1.44
Y1 Rh1 N1 O2,1.2
Y1 Ru1 N2 O1,1.06
Y1 V1 S1 O2,0.54
In1 Re1 N1 O1 F1,1.94
Cs1 Cd1 N3,2.82
Mg1 B1 N2 O1,1.86
Tl1 Ru1 N1 O1 F1,1.96
Hf1 Pb1 N1 O1 F1,0.42
Re1 Rh1 N1 O2,1.06
Ag1 Ir1 S1 O2,1.46
Li1 Zr1 O2 F1,0.32
Mg1 Te1 N3,2.46
Fe1 Ru1 N1 O1 F1,1.42
Y1 Tl1 O3,1
Zr1 Nb1 N3,0.94
Zr1 Tl1 O3,0.42
Zr1 B1 O2 F1,1.36
Ag1 B1 N2 O1,2.92
Al1 Cu1 O3,1.08
Y1 Zr1 N1 O2,0.94
Sn1 Pt1 S1 O2,0.94
Mg1 Bi1 N2 O1,1.62
Sc1 Sb1 N1 O2,1.26
Mg1 Ag1 N3,2.24
Hf1 Ti1 N2 O1,0.72
Ga1 Au1 N1 O2,1.64
Os1 W1 S1 O2,1.14
Re1 Sb1 O2 F1,1.76
Mn1 Ga1 N3,1.06
Ir1 W1 N1 O1 F1,2.1
K1 In1 N2 O1,2
Sc1 As1 S1 O2,1.04
Rb1 Sc1 N1 O2,1.92
Zn1 Ag1 N2 O1,2.52
Hf1 Co1 S1 O2,0.84
Ge2 O3,0.52
Na1 Pt1 N1 O1 F1,1.5
Sb1 Ru1 O3,1.34
Cr1 Si1 N3,1.06
Al1 Hg1 O3,2.5
In1 Pt1 N3,1.56
Fe1 Ni1 N3,1.46
Rb1 Re1 O2 F1,2.52
Sc1 Sn1 N2 O1,1.46
Rb1 La1 O2 F1,0.44
Re1 W1 N1 O2,1.5
Ga1 Si1 N3,1.74
Y1 Pb1 S1 O2,0.82
Li1 In1 O3,1.16
La1 Hf1 N1 O2,0.06
As1 Pd1 N1 O2,1.54
Ti1 Bi1 O2 F1,1.62
Ti1 Nb1 N1 O1 F1,1.1
Rb1 Pd1 S1 O2,3.34
Mg1 Rh1 N3,1.68
K1 Ba1 O2 F1,0.92
Hf1 Mg1 O2 F1,0.62
Zn1 W1 N1 O2,0.52
Mo1 W1 O3,0.9
Zr1 Ga1 N3,1.16
Na1 W1 N1 O1 F1,0.46
In1 Bi1 N1 O2,1.26
K1 Ca1 N1 O1 F1,2.66
Ga1 Ru1 O2 F1,1.02
Sb1 Pd1 S1 O2,0.84
Zr1 Ru1 O3,1.24
Zr1 Au1 N2 O1,1.18
Cd1 Ir1 O2 F1,1.14
La1 Ge1 N2 O1,2.12
Sr1 Ni1 N3,2.26
Sn1 Ru1 O2 F1,1.18
K1 Ca1 O2 F1,0.98
Cd1 As1 N1 O2,2.18
Co1 Pb1 N1 O1 F1,0.88
Zr1 V1 S1 O2,0.7
Ba1 Ni1 N2 O1,1.34
La1 Pt1 N1 O2,1.48
Ti1 Cu1 N2 O1,1.44
Na1 Tl1 S1 O2,1.42
Cu1 Ge1 S1 O2,0.78
Ti1 Cd1 N1 O1 F1,0.42
In2 N1 O1 F1,0.94
Rb1 Bi1 N3,3.74
Sr1 Si1 S1 O2,1.82
Ba1 La1 N1 O1 F1,1.66
Mn1 W1 S1 O2,0.66
V1 Cd1 N1 O1 F1,1.78
Sr1 Ca1 S1 O2,1.8
Ru1 Pb1 N3,1.96
Pb1 W1 N3,0.56
Li1 Te1 N3,2.82
Sr1 Hf1 N2 O1,3.32
Fe1 Cu1 S1 O2,0.86
Co1 Au1 O2 F1,1.86
La1 Y1 N1 O1 F1,0.44
Ir2 N2 O1,2.2
Si1 As1 N2 O1,0.98
Nb1 Pd1 N3,1.48
Be1 Ga1 N1 O2,2.16
Bi1 Au1 N1 O2,1.46
Be1 Ga1 O2 F1,0.96
Mo1 W1 S1 O2,0.86
Ca1 La1 N1 O1 F1,1.26
Cr1 Pd1 S1 O2,0.9
Rb1 W1 S1 O2,0.8
Hg1 W1 O2 F1,2.26
Pd1 W1 S1 O2,1.62
Mn1 Te1 S1 O2,0.96
Cu1 W1 N1 O2,1.44
Cr1 Re1 O2 F1,1.34
Zr1 Be1 N2 O1,1.38
Ta1 Ir1 N1 O2,0.78
Na1 Mo1 O2 F1,0.3
Bi1 As1 O3,0.7
Na1 Hf1 N1 O2,2.3
V1 Pt1 O3,1.3
Cd1 Hg1 N1 O1 F1,1.64
Sr1 Co1 N1 O1 F1,0.98
Mg1 Au1 S1 O2,1.48
Sc1 Co1 N2 O1,1.18
Sc1 Cr1 N1 O2,0.7
Cu1 Hg1 N2 O1,2.7
Hf1 B1 N3,1.34
Na1 B1 O2 F1,1.26
Sc1 Si1 N3,2.52
Ba1 Ru1 N3,1.18
Cs1 Ru1 O3,2.94
Ti1 W1 O2 F1,1.26
Co1 Os1 N1 O1 F1,1.84
Cs1 Sn1 N2 O1,3.22
La1 Tl1 N1 O1 F1,1.12
Ta1 Ni1 O3,0.38
Na1 Zn1 N2 O1,2.24
Pt1 W1 O3,1.8
Zn1 B1 N3,3.54
Mn1 Cr1 N1 O1 F1,0.94
Zr1 Si1 N2 O1,1.3
Hf1 Os1 O2 F1,1.58
Be1 Tl1 S1 O2,1.56
Mg1 W1 N2 O1,0.7
Be1 Sb1 N2 O1,1.64
Y1 Al1 S1 O2,0.62
Na1 Te1 O2 F1,1.92
Zr1 Pd1 O3,0.94
Rb1 Mo1 N1 O2,0.18
In1 Sb1 N1 O1 F1,0.84
K1 Ni1 O3,1.04
Zr1 W1 O2 F1,1.7
Y1 Al1 O3,0.14
Hg1 Rh1 N1 O1 F1,2.1
Pb1 Au1 S1 O2,1.3
Ti1 V1 N1 O1 F1,1.2
Cs1 Sc1 N3,2.24
Ba1 Te1 N2 O1,1.02
Ba1 Bi1 O3,1.68
Rb1 In1 N1 O1 F1,1.94
Li1 Mo1 N3,1.26
Ni1 Hg1 N1 O1 F1,2.08
Tl1 Pt1 N1 O2,1.48
Sc1 Ir1 N1 O2,2.26
Y1 Be1 S1 O2,1.34
In1 B1 N2 O1,1.72
Sc1 Cr1 N3,1.4
Ca1 Zr1 N2 O1,1.08
Ru1 Os1 N2 O1,1.66
Ba1 Cd1 O2 F1,0.54
Sr1 Hf1 O2 F1,0.36
La1 B1 N1 O2,1
Hf1 Zr1 S1 O2,0.86
Na1 Hg1 N3,3.28
Li1 Cd1 S1 O2,1.52
Ti1 Rh1 N1 O1 F1,0.64
Be1 Fe1 O2 F1,0.98
Cd1 Ge1 N3,1.76
Y1 Zn1 O2 F1,0.84
Cu1 Ag1 S1 O2,1.3
Pt2 N1 O1 F1,1.78
Na1 As1 N1 O1 F1,2.34
Ba1 Fe1 O3,0.18
Ca1 Al1 N1 O1 F1,2.46
Ca1 Ga1 N1 O2,0.82
Ti1 Re1 N3,1.04
Mn1 Pd1 O3,1.02
Ag1 Pt1 O3,1.7
Sn1 Ru1 O3,1.26
Nb1 Au1 O2 F1,2.04
Ir1 Pt1 N3,2.02
Mg1 Tl1 N2 O1,2.12
Mg1 Sb1 S1 O2,0.9
Sr1 Be1 S1 O2,1.76
Ba1 Zr1 S1 O2,2.88
Bi1 Os1 N2 O1,1.74
K1 Pt1 S1 O2,3.62
Hg1 Ir1 N1 O1 F1,1.18
Sc1 Bi1 N1 O1 F1,1.8
Sc1 Nb1 O2 F1,1.06
Na1 Si1 N3,1.7
Sr1 Bi1 N2 O1,1.58
Mg1 Au1 O3,1.38
Na1 Sn1 S1 O2,1.04
Na1 Rh1 O3,2.5
Na1 Hf1 N3,3.12
Zn1 As1 N3,2.42
Zn1 Ge1 N1 O2,1.64
K1 Co1 N1 O2,1.04
K1 Cr1 N2 O1,1.38
Ba1 Al1 N1 O1 F1,2.6
Cu1 Sn1 N1 O1 F1,1.14
Nb1 Re1 N1 O2,0.66
Re1 Hg1 N1 O2,0.74
Y1 Os1 N1 O2,1.1
Ca1 Zr1 S1 O2,1.4
Ti1 Ni1 N1 O1 F1,0.56
Ga1 Si1 N1 O2,1.46
Hg1 Pd1 S1 O2,1.36
Ni1 Ir1 O2 F1,1.58
In1 Re1 O2 F1,1.58
Cu1 Hg1 N1 O2,1.8
Re1 Sn1 N1 O1 F1,0.76
Rb1 Al1 N2 O1,2.02
Os1 Au1 S1 O2,1.72
Zr1 B1 N1 O1 F1,1.28
Sc1 In1 N1 O2,1.12
Fe1 Ru1 O2 F1,1.32
K1 Rb1 N2 O1,3.5
Na1 V1 N1 O2,2.8
Hf1 Pb1 O2 F1,0.42
Hg1 B1 S1 O2,2.28
Ca1 Ru1 N3,1.98
Tl1 Ru1 O2 F1,1.6
Zn1 Pt1 N2 O1,2.44
Li1 Zr1 N1 O1 F1,0.92
Ti1 Hg1 O2 F1,0.22
Sn1 Ir1 N1 O2,1.04
Mn1 Mo1 N1 O1 F1,1.18
Zn1 Hg1 S1 O2,1.28
Sr1 Au1 S1 O2,1.14
Ta1 Ga1 N1 O1 F1,1.48
Hf1 Al1 N1 O2,1.46
Mg1 Co1 N1 O1 F1,1.26
V1 Au1 N3,1.54
Mo1 Pt1 O2 F1,1.08
K1 Sb1 N2 O1,1.62
Ir1 Rh1 O2 F1,1.54
Cs1 Ga1 N3,2.38
Bi1 Pb1 N2 O1,1.34
Zn1 Pd1 O2 F1,1.4
Mo1 Ru1 S1 O2,0.84
Ta1 Si1 S1 O2,1.42
Tl1 Re1 N3,3.32
Al1 Ge1 O2 F1,0.42
Zn1 Fe1 N2 O1,1.3
Zn1 Co1 N3,1.64
Na1 Pt1 O3,2.68
Ge1 B1 N2 O1,1.84
Ni1 Ir1 N3,1.68
Ti1 B1 S1 O2,1.22
Zr1 Fe1 N3,0.82
Mg1 Ge1 N1 O1 F1,1.4
Al1 Sn1 O3,0.4
Li1 Ca1 O3,1.24
Cs1 Cr1 N3,1.84
Ta1 Sn1 N2 O1,0.44
Tl1 Ru1 S1 O2,1
Sb1 Ru1 N2 O1,1.32
Sb1 Rh1 N1 O2,1.34
Hf1 Nb1 S1 O2,1
Co1 Ni1 N3,1.32
Cr1 In1 N1 O1 F1,0.6
Ca1 Re1 N2 O1,1.66
Hg1 Ir1 O3,1.36
Zn1 Ge1 N2 O1,1.48
Hf1 Cd1 N1 O1 F1,2.12
Cs1 Ir1 N1 O2,3.56
Fe1 B1 N2 O1,1.78
Ir1 Pb1 S1 O2,1.4
Ti1 Zn1 S1 O2,0.66
Tl1 Pt1 S1 O2,1.32
Sr1 V1 N2 O1,3.2
Si1 B1 O3,1.44
Cr1 Ga1 N3,1.46
Na1 La1 N1 O2,1.38
B1 Pd1 O2 F1,2.68
Sr1 Au1 S1 O2,1.3
Nb1 Ga1 O3,0.08
Hf1 Ir1 O3,1.58
Ir1 Rh1 N3,1.88
Ba1 Re1 N2 O1,3.58
Hg2 O2 F1,1.32
Cr2 N3,1.16
K1 Rh1 S1 O2,3.52
In1 Pd1 S1 O2,0.92
Zr1 Au1 N3,1.4
Na1 Mo1 S1 O2,1.58
Ag1 W1 O3,1.74
Cs1 Pd1 N1 O2,1.52
Si1 Ni1 S1 O2,1.7
Nb1 In1 N1 O2,0.3
Ga1 Ru1 N1 O1 F1,1.14
Cs1 Cu1 S1 O2,1.84
K1 Ca1 O2 F1,1.66
K1 Ca1 N1 O1 F1,1.92
Sn1 Ru1 N1 O1 F1,1.44
Sc1 Mo1 O3,0.76
B1 Pb1 N2 O1,2.74
Rb1 Sc1 O3,0.66
Co1 Pb1 O2 F1,0.56
Fe1 Ir1 S1 O2,1.28
V1 Ga1 O3,0.22
Ba1 Sr1 N2 O1,2.2
Cd1 Ir1 N1 O1 F1,1.26
Cu1 Ir1 N2 O1,1.7
V1 Ag1 O3,1.48
Ti1 Bi1 N1 O1 F1,1.82
Ti1 Nb1 O2 F1,0.94
Hf1 Ni1 N2 O1,1.3
Na1 W1 O2 F1,0.38
Ca1 Ni1 S1 O2,0.92
Zn1 Pb1 N2 O1,1.74
Sc1 Mn1 O3,0.48
Hf1 Mg1 N1 O1 F1,0.9
Al1 Cr1 N2 O1,1.5
Al1 Co1 N1 O2,1.18
Ti1 Ir1 N2 O1,0.8
K1 Ba1 N1 O1 F1,1.9
Cd1 Re1 N1 O2,0.52
Ge1 Ir1 S1 O2,1.08
Na1 Pt1 O2 F1,1.3
Zr1 Si1 N3,0.68
Fe1 Sn1 N1 O2,0.92
Cd1 Sn1 N3,1.76
Mn1 Au1 N3,1.46
Tl1 Ga1 N1 O2,1.96
Cd1 Te1 N1 O2,2
Rh1 W1 O3,1.56
Nb1 Co1 S1 O2,1
Rb1 Re1 N1 O1 F1,4.12
Rb1 B1 S1 O2,1.8
B1 Mo1 S1 O2,1.46
Nb1 Tl1 N3,1.2
Nb2 O3,0.76
Rb1 La1 N1 O1 F1,1.34
Be1 Te1 S1 O2,1.48
Ta1 Cu1 N1 O2,0.74
Zn1 Pb1 O3,1
Mg1 Nb1 N2 O1,0.8
Ba1 Na1 N1 O2,1.66
Li1 Pt1 N2 O1,2.96
Ga1 Os1 O3,1.3
Hg1 Ir1 N2 O1,3.2
Re1 Sb1 N1 O1 F1,1.92
Co1 Bi1 O3,0.72
Y1 Fe1 N2 O1,1.58
K1 As1 O3,2.82
Ir1 W1 O2 F1,1.72
Mn1 B1 S1 O2,1.28
Li1 La1 N3,2.56
K1 Mn1 N3,4.22
Cr1 Os1 O3,1.14
Ta1 Sb1 O3,1.16
V1 Rh1 O3,1.04
Ca1 Mg1 O3,0.78
La1 Tl1 O2 F1,0.56
Si1 Te1 N2 O1,0.86
La1 In1 N2 O1,1.1
Hf1 Fe1 N3,1.72
Ti1 W1 N1 O1 F1,1.28
Ba1 In1 N2 O1,2.52
Ba1 Bi1 S1 O2,1.9
Co1 Os1 O2 F1,1.72
Ba1 Ni1 N3,3.5
Mn1 Cr1 O2 F1,0.44
Ca1 Cd1 O3,1.56
In1 Rh1 N3,1.42
Li1 Ge1 N1 O2,1.94
Ca1 In1 N2 O1,1.8
Cr1 Re1 N1 O1 F1,1.56
Ca1 Bi1 S1 O2,1.14
Nb1 As1 N2 O1,1.08
Sr1 Co1 O2 F1,0.44
Cd1 Hg1 O2 F1,1.3
Cs1 Ta1 O3,3.26
Sc1 Os1 O3,1.3
Ag1 W1 N3,0.96
Na1 B1 N1 O1 F1,1.6
Zr1 Cr1 N1 O2,0.56
Zn1 B1 N1 O2,1.6
K1 Y1 O3,0.68
Na1 Mo1 N1 O1 F1,0.56
Pt1 W1 O3,0.96
Cd1 Cu1 N1 O2,1.52
La1 Y1 O2 F1,0.5
Re1 Ge1 O3,0.72
Rb1 Al1 N2 O1,4.4
Cd1 Pd1 S1 O2,1.32
La1 Fe1 S1 O2,1.2
Ag1 Au1 N3,2.32
Ti1 Cd1 O3,2.04
Cr1 Ga1 N2 O1,1.1
Ba1 Si1 O3,0.26
Ca1 Mg1 N1 O2,2
V1 Cd1 O2 F1,1.36
In1 Ag1 N3,1.96
Co1 Au1 N1 O1 F1,2.12
Rb1 Ga1 O3,0.72
Ga1 Mo1 O3,0.7
Ti1 In1 N1 O2,1.88
Sr1 Nb1 O3,-0.24
Rb1 Cr1 O3,0.2
Hg1 W1 N1 O1 F1,2.46
Cr1 Mo1 O3,0.76
Ca1 La1 O2 F1,0.62
Be1 Ga1 N1 O1 F1,1.38
K1 Hf1 N1 O2,0.56
Ba1 Mg1 N1 O2,1.58
Ti1 Cd1 O2 F1,0.28
Mn1 Ga1 O3,0.68
Mg1 Pt1 N3,1.8
Al1 Sb1 N2 O1,1.18
Na1 Fe1 N3,1.72
Mn1 As1 S1 O2,0.86
Tl1 Cu1 O3,2
V1 Te1 N2 O1,1.18
Ta1 Pb1 N3,1.86
Cs1 Re1 S1 O2,1.12
Mn1 Cr1 O3,0.24
Ba1 La1 O2 F1,1.36
In2 O2 F1,0.46
Te1 Au1 S1 O2,1.02
B1 Os1 S1 O2,1.62
V1 Cu1 S1 O2,0.48
Be1 Fe1 S1 O2,1.06
V1 Sn1 N1 O1 F1,0.42
Li1 Cd1 O2 F1,1.44
Cu1 Ag1 O2 F1,1.66
Y1 Zn1 S1 O2,0.94
Os1 Pt1 N2 O1,1.72
In1 Fe1 O3,1.34
Co1 W1 O3,1.2
V1 Ga1 N1 O2,0.42
K1 Ga1 N2 O1,3.36
Al1 Sb1 N1 O1 F1,0.82
Cd1 Bi1 N3,2.12
Ba1 Zr1 O2 F1,2.2
Sr1 Be1 O2 F1,2.5
Mg1 Sb1 O2 F1,0.66
Rb1 Tl1 N1 O2,1.4
Nb1 Au1 S1 O2,2.1
Cd1 Mo1 N1 O2,1.46
Pb1 W1 N1 O2,0.2
Te1 Ru1 N3,2.26
K1 Pt1 O2 F1,3.1
La1 Ga1 N1 O1 F1,1.32
Sr1 Ag1 O3,2.06
K1 Bi1 O3,1.38
Mg1 Hg1 N3,2.54
Ni1 Pd1 N1 O1 F1,1.8
Bi1 Rh1 O3,0.92
Pd1 Rh1 N1 O1 F1,1.76
Sc1 Nb1 S1 O2,0.74
Li1 Te1 N2 O1,1.8
Na1 Sn1 O2 F1,0.38
V1 Co1 O3,0.74
Os1 Ru1 O3,2.16
Ni1 B1 N2 O1,1.66
Fe1 Pt1 N1 O2,1.5
Ta1 Be1 O3,0.72
Hf1 Mg1 N3,2.06
Mg1 Rh1 O3,1.7
Ca1 Zr1 O2 F1,1.54
Y1 Mg1 N1 O1 F1,1.08
Y1 Os1 N1 O2,2.58
Hf1 Os1 S1 O2,1.14
Na1 Te1 S1 O2,1.32
Y1 Al1 O2 F1,0.6
Re1 Ge1 O3,1.52
Be1 Tl1 O2 F1,0.98
Ti1 As1 N1 O1 F1,1.18
Rb1 Ru1 N1 O1 F1,1.1
Nb1 Pd1 N1 O2,0.5
Ni1 Au1 N1 O1 F1,1.46
Mg1 Fe1 N2 O1,2.38
Zr1 W1 S1 O2,1.66
Re1 B1 N1 O2,1.78
K1 Mo1 O3,-0.22
Si2 O3,1.04
Pb1 Au1 O2 F1,1.2
Hf1 Mn1 N1 O2,1.04
Zn1 Ir1 N1 O1 F1,1.46
Re1 Sn1 N3,0.7
Nb1 Hg1 N3,2.72
Tl1 Hg1 O3,1.7
Cs1 Sc1 N2 O1,2.02
Zr1 In1 N2 O1,1.28
Ag1 W1 N2 O1,1.8
Mn1 Cu1 N1 O1 F1,1.42
B1 Ir1 N1 O1 F1,2.56
Ta1 Te1 N1 O2,2.18
Cu1 Ag1 N1 O1 F1,1.36
Li1 Ni1 N3,2.14
Hf1 V1 N3,0.82
Y1 Be1 O2 F1,1.78
Zn1 Re1 N1 O2,0.66
Ru1 Pt1 N1 O1 F1,1.8
Na1 Cr1 N1 O1 F1,1.92
Ba1 Cd1 S1 O2,1.02
Al1 Au1 N1 O2,2
Cd1 Pb1 N2 O1,2.02
Ag1 Bi1 O3,1.42
Cu1 Pb1 N1 O1 F1,1.64
Hf1 Zr1 O2 F1,1.18
Sr1 Hf1 S1 O2,0.44
Ca1 Te1 N1 O1 F1,1.14
Zn1 Cu1 N1 O2,1.74
Ta1 Ag1 N3,1.16
Zn1 Pd1 S1 O2,1.32
Ta1 Si1 O2 F1,1.74
Mo1 Ru1 O2 F1,1.1
Al1 Ge1 S1 O2,1
Mn1 Re1 N1 O1 F1,1
Co2 N1 O1 F1,1.3
Ti1 B1 O2 F1,1.12
Rb1 Ru1 O3,0.68
Re1 Ag1 N1 O1 F1,0.6
Mo1 Ru1 O3,1.26
Mo1 Ir1 N3,1.2
Tl1 Ru1 O2 F1,0.64
Mg1 Pt1 O3,1.82
Rb1 Be1 N1 O1 F1,2.1
Hf1 Nb1 O2 F1,1
Y1 Re1 N3,0.26
Zn1 Ru1 N2 O1,1.86
Mn1 Ru1 O3,0.84
Ir1 Pb1 O2 F1,2.04
Ba1 Zr1 N1 O1 F1,0.36
Tl1 Pt1 O2 F1,1.7
Ti1 Zn1 O2 F1,0.36
Cu1 B1 N1 O2,2.36
Sn1 W1 O3,0.32
Mn1 Ir1 N1 O2,1.1
B1 Pd1 S1 O2,2.12
Ag1 Ir1 N1 O2,1.5
Sr1 Au1 O2 F1,1.9
Cs2 N2 O1,3.54
Hg2 S1 O2,1.76
K1 Rh1 O2 F1,3
Si1 Te1 N1 O1 F1,1.84
In1 Pd1 O2 F1,1.06
Mg1 As1 N3,1.78
Hg1 Pd1 O2 F1,1.12
Ni1 Ir1 S1 O2,1.2
Nb1 Bi1 N2 O1,1.46
Y1 V1 N1 O1 F1,0.74
In1 Co1 N3,1.42
In1 Re1 S1 O2,1.34
Si1 Mo1 N2 O1,0.82
Ti1 Al1 O3,0.38
Y1 Mn1 N1 O2,1.6
Ba1 Pd1 N2 O1,2.98
Os1 Au1 O2 F1,2.38
Fe1 Hg1 N2 O1,1.52
Ta1 Ag1 N2 O1,0.78
Fe1 Ru1 S1 O2,1.26
Sr1 Hg1 N3,2.42
Ta1 Mn1 N2 O1,0.36
Hg1 B1 O2 F1,2.92
Tl1 Ru1 S1 O2,1.46
Hf1 Pb1 S1 O2,0.52
Ag1 Ir1 N1 O1 F1,2.44
Ti1 Hg1 S1 O2,0.62
Rb1 Y1 N1 O2,1.08
Ca1 Pd1 N2 O1,1.84
Y1 Mo1 N1 O2,1.96
Y1 Zn1 N1 O2,1.16
Hg1 Ge1 N2 O1,1.46
Be1 Ni1 N1 O1 F1,2.1
Sr1 Au1 O2 F1,1.14
Zn1 Hg1 O2 F1,1.6
Ge1 Os1 N1 O2,1.14
Mo1 Pt1 S1 O2,0.98
Rb1 Mg1 O3,2.48
Ir1 Rh1 S1 O2,1.38
K1 La1 O3,0.7
Hf1 Co1 N1 O1 F1,1.38
Na1 Pt1 S1 O2,1.54
Na1 Ta1 N2 O1,2.04
Y1 Nb1 N3,2.34
Sc1 As1 N1 O1 F1,1.32
Sr1 As1 N2 O1,1.3
Nb1 Co1 O2 F1,1.16
Ag1 As1 O3,1.12
Li1 Y1 N1 O2,1.44
Cd1 Te1 O3,0.88
Bi1 Ru1 O3,1.72
Be1 Te1 O2 F1,1.94
Y1 Cd1 O3,1.24
Rb1 B1 O2 F1,1.44
B1 Mo1 O2 F1,1.52
Ta1 Pd1 O3,1.38
K1 Sr1 N2 O1,3.44
Sr1 V1 N1 O2,0.1
Mg1 Ta1 O3,0.38
K1 Au1 N1 O2,1.64
Ta1 Ti1 N3,0.82
Na1 Be1 N1 O2,1.64
Sn1 Pt1 N1 O1 F1,1.46
Sr1 Li1 N2 O1,3.04
As1 Os1 N2 O1,1.5
Ir1 W1 S1 O2,1.76
Mn1 B1 O2 F1,0.94
Be1 Cd1 N2 O1,3.2
Cs1 Hg1 N1 O2,1.72
Hg1 Pb1 N2 O1,1.76
Os1 W1 N1 O1 F1,1.2
Tl1 Sn1 N1 O2,1.04
Ca1 Ir1 N3,1.46
Na1 Mo1 O2 F1,2.32
Ga1 Mo1 N1 O2,0.54
Cs1 Cu1 O2 F1,1.42
Si1 Au1 N1 O2,1.5
Al1 Ge1 N3,1.74
K1 Ca1 S1 O2,2.56
Si1 Ni1 O2 F1,1.7
Sb1 Pd1 N1 O1 F1,1.2
Li1 Hg1 N3,3.04
Li1 Ru1 N2 O1,2.38
Na1 Li1 N1 O2,1.78
Fe1 Ir1 O2 F1,1.62
Ba1 W1 O3,2.78
Rb1 Ag1 N3,3.82
Zr1 V1 N1 O1 F1,1
Co1 Pb1 S1 O2,0.9
Ir1 Pd1 N2 O1,1.9
Nb1 Co1 N2 O1,0.62
Ta1 Cu1 N3,1.54
Cu1 Ge1 N3,1.88
Rb1 Pd1 N1 O1 F1,3.1
Ti1 Nb1 S1 O2,0.78
Li1 Hf1 N3,2.12
Li1 Rh1 O3,2.12
Cs1 Ti1 N1 O2,0.74
Y1 Pb1 N1 O1 F1,0.84
Ca1 Ni1 O2 F1,0.64
Na1 W1 S1 O2,0.64
Sr1 Ta1 N1 O2,1.68
Ge1 Ir1 O2 F1,1.5
Ba1 V1 O3,1.3
Cs1 Ru1 N3,2.1
K1 Ta1 N1 O2,1.74
Ta1 V1 N2 O1,0.68
La1 Y1 S1 O2,0.62
Cd1 Pd1 O2 F1,1.14
La1 Fe1 O2 F1,1.82
Na1 Y1 O3,0.86
Sr1 Ca1 N1 O1 F1,1.88
Cd1 Fe1 N2 O1,1.28
V1 Cd1 S1 O2,1.08
Zr1 As1 N1 O2,0.8
Be1 B1 N1 O2,1.74
Ni1 Rh1 N3,1.48
Fe1 Cu1 N1 O1 F1,1.12
Ba1 In1 N3,1.94
Zr1 Al1 O3,0.66
Ni1 Ag1 N2 O1,2.02
Cd1 Au1 N2 O1,2.06
Rb1 W1 N1 O1 F1,0.6
Cr1 Pd1 N1 O1 F1,1.06
